2026-09-07 07:06:13,881 INFO cli={'dataset': 'computers', 'method': 'outpost', 'seed': 42, 'train_seed': None, 'epochs': None, 'set': ['hidden_dim=128', 'num_epochs=400'], 'tag': 'E400_T_hidden128', 'save_scores': True, 'rotations': [3]}
2026-09-07 07:06:13,881 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 128, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 8, 'drop_out': 0.5, 'input_dim': 767, 'num_epochs': 400, 'sim_topk_frac': 0.0, 'use_atlas_loss': True, 'use_halo': True, 'use_mixup': True, 'warmup_epochs': 5, 'use_fview_gate': False, 'use_hybrid': False, 'record_scores': True}
2026-09-07 07:06:15,848 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.4584043342370562, 'aupr_all': 0.13993134644657249, 'auroc_unknown': 0.44288145304374577, 'aupr_unknown': 0.10754712805072296, 'val_auc': 0.5114942528735632} best={'auroc_all': 0.4584043342370562, 'aupr_all': 0.13993134644657249, 'auroc_unknown': 0.44288145304374577, 'aupr_unknown': 0.10754712805072296}
2026-09-07 07:06:16,680 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.4573156052937516, 'aupr_all': 0.13923173069377343, 'auroc_unknown': 0.44219326949432836, 'aupr_unknown': 0.10677646615374553, 'val_auc': 0.4933908045977011} best={'auroc_all': 0.4584043342370562, 'aupr_all': 0.13993134644657249, 'auroc_unknown': 0.44288145304374577, 'aupr_unknown': 0.10754712805072296}
2026-09-07 07:06:17,522 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.45952884268175254, 'aupr_all': 0.1400380497081183, 'auroc_unknown': 0.4431537905166645, 'aupr_unknown': 0.1068059428188412, 'val_auc': 0.575} best={'auroc_all': 0.45952884268175254, 'aupr_all': 0.1400380497081183, 'auroc_unknown': 0.4431537905166645, 'aupr_unknown': 0.10754712805072296}
2026-09-07 07:06:18,399 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.46218900273905844, 'aupr_all': 0.14145364214860875, 'auroc_unknown': 0.44555474924980876, 'aupr_unknown': 0.10804338816214469, 'val_auc': 0.5350574712643679} best={'auroc_all': 0.46218900273905844, 'aupr_all': 0.14145364214860875, 'auroc_unknown': 0.44555474924980876, 'aupr_unknown': 0.10804338816214469}
2026-09-07 07:06:19,560 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.46680036120782786, 'aupr_all': 0.14254750369344515, 'auroc_unknown': 0.4484553272067916, 'aupr_unknown': 0.10845824097933161, 'val_auc': 0.5439655172413793} best={'auroc_all': 0.46680036120782786, 'aupr_all': 0.14254750369344515, 'auroc_unknown': 0.4484553272067916, 'aupr_unknown': 0.10845824097933161}
2026-09-07 07:06:23,354 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.47206611758281763, 'aupr_all': 0.14405665297127407, 'auroc_unknown': 0.45402109911326033, 'aupr_unknown': 0.109755810906076, 'val_auc': 0.5715517241379311} best={'auroc_all': 0.47206611758281763, 'aupr_all': 0.14405665297127407, 'auroc_unknown': 0.45402109911326033, 'aupr_unknown': 0.109755810906076}
2026-09-07 07:06:27,015 INFO [OUTPOST-v4] epoch 6 cur={'auroc_all': 0.4741837365469075, 'aupr_all': 0.1448525899709347, 'auroc_unknown': 0.4554064952950704, 'aupr_unknown': 0.11040669285520718, 'val_auc': 0.5445402298850575} best={'auroc_all': 0.4741837365469075, 'aupr_all': 0.1448525899709347, 'auroc_unknown': 0.4554064952950704, 'aupr_unknown': 0.11040669285520718}
2026-09-07 07:06:30,897 INFO [OUTPOST-v4] epoch 7 cur={'auroc_all': 0.4804160899133365, 'aupr_all': 0.14816032227658155, 'auroc_unknown': 0.460586229057909, 'aupr_unknown': 0.11271821627193869, 'val_auc': 0.5514367816091954} best={'auroc_all': 0.4804160899133365, 'aupr_all': 0.14816032227658155, 'auroc_unknown': 0.460586229057909, 'aupr_unknown': 0.11271821627193869}
2026-09-07 07:06:34,633 INFO [OUTPOST-v4] epoch 8 cur={'auroc_all': 0.49394872302042114, 'aupr_all': 0.15682608514942306, 'auroc_unknown': 0.46834245051464574, 'aupr_unknown': 0.11849730788127039, 'val_auc': 0.6083333333333333} best={'auroc_all': 0.49394872302042114, 'aupr_all': 0.15682608514942306, 'auroc_unknown': 0.46834245051464574, 'aupr_unknown': 0.11849730788127039}
2026-09-07 07:06:38,300 INFO [OUTPOST-v4] epoch 9 cur={'auroc_all': 0.5340322690735935, 'aupr_all': 0.1811035793565331, 'auroc_unknown': 0.5141034276073241, 'aupr_unknown': 0.1399742526106298, 'val_auc': 0.6028735632183908} best={'auroc_all': 0.5340322690735935, 'aupr_all': 0.1811035793565331, 'auroc_unknown': 0.5141034276073241, 'aupr_unknown': 0.1399742526106298}
2026-09-07 07:06:42,097 INFO [OUTPOST-v4] epoch 10 cur={'auroc_all': 0.554892773421445, 'aupr_all': 0.18768235510417752, 'auroc_unknown': 0.5422448369192147, 'aupr_unknown': 0.14508372318213714, 'val_auc': 0.57183908045977} best={'auroc_all': 0.554892773421445, 'aupr_all': 0.18768235510417752, 'auroc_unknown': 0.5422448369192147, 'aupr_unknown': 0.14508372318213714}
