2026-09-07 05:20:15,182 INFO cli={'dataset': 'photo', 'method': 'outpost', 'seed': 0, 'train_seed': None, 'epochs': None, 'set': ['warmup_epochs=15', 'num_epochs=400'], 'tag': 'E400_T_warmup15', 'save_scores': True, 'rotations': [7]}
2026-09-07 05:20:15,182 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 64, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 8, 'drop_out': 0.5, 'input_dim': 745, 'num_epochs': 400, 'use_atlas_loss': True, 'use_halo': True, 'use_mixup': True, 'warmup_epochs': 15, 'sim_topk_frac': 0.0, 'use_fview_gate': False, 'use_hybrid': False, 'record_scores': True}
2026-09-07 05:20:15,234 INFO cli={'dataset': 'photo', 'method': 'outpost', 'seed': 0, 'train_seed': None, 'epochs': None, 'set': ['warmup_epochs=15', 'num_epochs=400'], 'tag': 'E400_T_warmup15', 'save_scores': True, 'rotations': [0]}
2026-09-07 05:20:15,234 INFO config={'alpha_plus': 0.05, 'alpha_r': 0.1, 'atlas_gate_q': 0.9, 'batch_size': 512, 'hidden_dim': 64, 'lambda_halo': 0.2, 'lambda_mixup': 0.2, 'lambda_un': 1.0, 'lr': 0.001, 'margin': 0.1, 'n_layers': 2, 'optimiser': 'adam', 'sampling_sizes': [25, 10], 'tau_minus': 0.05, 'tau_mu': 0.05, 'tau_plus': 0.95, 'use_atlas_gate': True, 'use_conformal': True, 'use_pl': True, 'version': 4, 'weight_decay': 0.0005, 'K_p': 8, 'drop_out': 0.5, 'input_dim': 745, 'num_epochs': 400, 'use_atlas_loss': True, 'use_halo': True, 'use_mixup': True, 'warmup_epochs': 15, 'sim_topk_frac': 0.0, 'use_fview_gate': False, 'use_hybrid': False, 'record_scores': True}
2026-09-07 05:20:16,900 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.6495528352933044, 'aupr_all': 0.13375023032200992, 'auroc_unknown': 0.8167961125586157, 'aupr_unknown': 0.14340990088330116, 'val_auc': 0.33768115942028987} best={'auroc_all': 0.6495528352933044, 'aupr_all': 0.13375023032200992, 'auroc_unknown': 0.8167961125586157, 'aupr_unknown': 0.14340990088330116}
2026-09-07 05:20:17,087 INFO [OUTPOST-v4] epoch 0 cur={'auroc_all': 0.6174091847112375, 'aupr_all': 0.12508092943240423, 'auroc_unknown': 0.4265977545296414, 'aupr_unknown': 0.03780718379018942, 'val_auc': 0.8033816425120772} best={'auroc_all': 0.6174091847112375, 'aupr_all': 0.12508092943240423, 'auroc_unknown': 0.4265977545296414, 'aupr_unknown': 0.03780718379018942}
2026-09-07 05:20:17,357 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.6499408799628741, 'aupr_all': 0.13543481610249297, 'auroc_unknown': 0.809812006904887, 'aupr_unknown': 0.1443289230803932, 'val_auc': 0.3681159420289855} best={'auroc_all': 0.6499408799628741, 'aupr_all': 0.13543481610249297, 'auroc_unknown': 0.8167961125586157, 'aupr_unknown': 0.1443289230803932}
2026-09-07 05:20:17,543 INFO [OUTPOST-v4] epoch 1 cur={'auroc_all': 0.6123159749992594, 'aupr_all': 0.12167779309940714, 'auroc_unknown': 0.4220778229978999, 'aupr_unknown': 0.037563350415657365, 'val_auc': 0.8038647342995169} best={'auroc_all': 0.6174091847112375, 'aupr_all': 0.12508092943240423, 'auroc_unknown': 0.4265977545296414, 'aupr_unknown': 0.03780718379018942}
2026-09-07 05:20:17,859 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.6567830060132113, 'aupr_all': 0.1409218021025661, 'auroc_unknown': 0.8257503174970531, 'aupr_unknown': 0.15440829225646024, 'val_auc': 0.3545893719806763} best={'auroc_all': 0.6567830060132113, 'aupr_all': 0.1409218021025661, 'auroc_unknown': 0.8257503174970531, 'aupr_unknown': 0.15440829225646024}
2026-09-07 05:20:17,996 INFO [OUTPOST-v4] epoch 2 cur={'auroc_all': 0.6078662973824264, 'aupr_all': 0.1209380851201889, 'auroc_unknown': 0.41240612663298737, 'aupr_unknown': 0.036953706291629786, 'val_auc': 0.7874396135265701} best={'auroc_all': 0.6174091847112375, 'aupr_all': 0.12508092943240423, 'auroc_unknown': 0.4265977545296414, 'aupr_unknown': 0.03780718379018942}
2026-09-07 05:20:18,370 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.6626830376097238, 'aupr_all': 0.14538279894813902, 'auroc_unknown': 0.8350101988929286, 'aupr_unknown': 0.16249536294505923, 'val_auc': 0.33140096618357484} best={'auroc_all': 0.6626830376097238, 'aupr_all': 0.14538279894813902, 'auroc_unknown': 0.8350101988929286, 'aupr_unknown': 0.16249536294505923}
2026-09-07 05:20:18,457 INFO [OUTPOST-v4] epoch 3 cur={'auroc_all': 0.6104537555417321, 'aupr_all': 0.12182290541619456, 'auroc_unknown': 0.41783392840794653, 'aupr_unknown': 0.03726300686505023, 'val_auc': 0.7859903381642512} best={'auroc_all': 0.6174091847112375, 'aupr_all': 0.12508092943240423, 'auroc_unknown': 0.4265977545296414, 'aupr_unknown': 0.03780718379018942}
2026-09-07 05:20:18,854 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.6615329739230033, 'aupr_all': 0.14452485304601603, 'auroc_unknown': 0.8382390879311303, 'aupr_unknown': 0.1627918713381167, 'val_auc': 0.3497584541062802} best={'auroc_all': 0.6626830376097238, 'aupr_all': 0.14538279894813902, 'auroc_unknown': 0.8382390879311303, 'aupr_unknown': 0.1627918713381167}
2026-09-07 05:20:18,906 INFO [OUTPOST-v4] epoch 4 cur={'auroc_all': 0.6100057268678969, 'aupr_all': 0.122561322063133, 'auroc_unknown': 0.41605009168865253, 'aupr_unknown': 0.037168648735345686, 'val_auc': 0.7729468599033816} best={'auroc_all': 0.6174091847112375, 'aupr_all': 0.12508092943240423, 'auroc_unknown': 0.4265977545296414, 'aupr_unknown': 0.03780718379018942}
2026-09-07 05:20:19,323 INFO [OUTPOST-v4] epoch 5 cur={'auroc_all': 0.6656974189598823, 'aupr_all': 0.14687757720636668, 'auroc_unknown': 0.8382444797818042, 'aupr_unknown': 0.163985074046937, 'val_auc': 0.3391304347826087} best={'auroc_all': 0.6656974189598823, 'aupr_all': 0.14687757720636668, 'auroc_unknown': 0.8382444797818042, 'aupr_unknown': 0.163985074046937}
